SIFRA,"IME_VOLISCA"
609030,"Dom krajanov Gradišče"
609031,"Osnovna šola Gabrovka"
609032,"Gasilski dom Tihaboj"
609033,"Resnik D. Moravče 16 stara hiša"
609034,"Dom krajanov Velika Štanga"
609035,"Černe Franc, Gozd Reka 1"
609036,"Spodnji Log-brunarica pri igrišču"
609037,"Osnovna šola Šmartno"
610001,"KNJIŽNICA ANTONA SOVRETA , Trg Franca Kozarja 7"
610002,"DRUŠTVO UPOKOJENCEV HRASTNIK, N.A. Kaple 6a"
610003,"GALERIJA DELAVSKEGA DOMA HRASTNIK"
610004,"OSNOVNA ŠOLA NARODNEGA HEROJA RAJKA HRASTNIK"
610005,"OSNOVNA ŠOLA NARODNEGA HEROJA RAJKA HRASTNIK"
610006,"GLASBENA ŠOLA HRASTNIK"
610007,"ZB ZA VREDNOTE NOB HRASTNIK, Cesta 1. maja 52"
610008,"VEČNAMENSKI OBJEKT PODKRAJ 91 A"
610009,"OŠ NH RAJKA HRASTNIK, PODRUŽNICA DOL PRI HRASTNIK"
610010,"OŠ NH RAJKA, PODRUŽNICA DOL PRI HRASTNIKU"
610011,"prostori PLANINSKEGA DOMA NA KALU"
610012,"prostori PROSTOVOLJNEGA GASILSKEGA DRUŠTVA MARNO"
610013,"BIVŠA OSNOVNA ŠOLA TURJE"
610014,"KRAJEVNA SKUPNOST KOVK"
610015,"prostori DRUŽINE MEJAČ, ŠAVNA PEČ 5"
610016,"prostori STANOVANJSKE HIŠE KMETIČ, KRNICE 15b"
610017,"BIVŠA OSNOVNA ŠOLA PODKRAJ"
610018,"ZADRUŽNI DOM PRAPRETNO"
610019,"ZADRUŽNI DOM ČEČE"
610020,"Osnovna šola Alojza Hohkrauta, Trg  revolucije 19"
610021,"Upravna zgradba RTH, Trg revolucije 12"
610022,"Delavski Dom Trbovlje, Trg svobode 11a, avla doma"
610023,"DKD Svoboda Dobrna, Ribnik 17"
610024,"Srednja tehniška in poklicna šola, Šuštarjeva 7a"
610025,"Dom upokojencev Franc Salamon, Kol.1.maja 21"
610026,"Osnovna šola Tončke Čeč, Keršičeva cesta 50"
610027,"Srednja tehniška in poklicna šola, Novi dom 60"
610028,"Sejna dvorana Občine Trbovlje, Mestni trg 4"
610029,"KD Svoboda Trbovlje, Trg Franca Fakina 4"
610030,"JP Komunala Trbovlje, Savinjska cesta 11a"
610031,"Gasilsko društvoTrbovlje, Savinjska cesta 35"
610032,"ŠD Rudar, Rudarska cesta 6, vhod spodaj"
610033,"Sejna dvorana Občine Trbovlje, Mestni trg 4"
610034,"Osnovna šola Trbovlje, Mestni trg 6, telovadnica"
610035,"Sejna soba KS Franc Salamon, Gabrsko 40/a"
610036,"HIŠA ZARJA, Bevško 19"
610037,"Gasilski dom Čeče, Čeče 4/a"
610038,"Prostovoljno gasilsko društvo Dobovec, Dobovec 24"
610039,"Dom Tončke Čeč, Klek 32"
610040,"Šola na Sveti Planini, Sveta Planina 28"
611001,"Delavski dom I., Cesta 9. avgusta 1, Zagorje"
611002,"Delavski dom II., C.9.avgusta 1, Zagorje"
611003,"Komunala Zagorje d.o.o., Cesta zmage 57, Zagorje"
611004,"Vrtec Zagorje, Enota Maja, Pečarjeva ulica 4"
611006,"OŠ Tone Okrogar, Šolska ulica 1, Zagorje ob Savi"
611007,"PGD Ravenska Vas, Ravenska vas 3, Zagorje ob Savi"
611008,"Okrepčevalnica Gasilček, Kotredež 12, Zagorje"
611009,"VDC, Cesta 9.avgusta 59c, Zagorje ob Savi"
611011,"PGD Loke, Loke pri Zagorju 37,Kisovec"
611012,"Dom Kulture Kisovec,Trg Pohorskega bataljona 24"
611013,"NK Svoboda Kisovec, Naselje na Šahtu 37, Kisovec"
611014,"PGDČolnišče, Čolnišče 12, Zagorje ob Savi"
611015,"OŠ Ivan Kavčič I., Izlake 4, Izlake"
611016,"Hiša Zorec Dejana, Smučidol 4, Izlake"
611017,"OŠ Ivan Kavčič II., Izlake 4, Izlake"
611018,"gostinski lokal Drašlar Marka, Orehovica 18"
611019,"Gostišče Maček, Šentgotard 22, Trojane"
611020,"PGD Čemšenik, Čemšenik 16, Čemšenik"
611021,"Gostilna Zaloka, Jesenovo 31, Čemšenik"
611022,"Hiša Mažgon Hilde, Jesenovo 38c, Čemšenik"
611023,"OŠ Mlinše, Mlinše 14, Izlake"
611025,"hiša Hribar Zorana, Breznik 1, Izlake"
611026,"PGD Kandrše, Kandrše - del 6, Vače"
611027,"PGD Kolovrat, Kolovrat 19, Izlake"
611028,"hiša Rome Janeza, Briše 17, Izlake"
611029,"PGD Šentlambert, Šentlambert 9, Zagorje ob Savi"
611030,"Hiša Klančišar Leopolda, Kal 8, Zagorje ob Savi"
611031,"PGD Tirna, Tirna 16, Sava"
611033,"PGD Podkum, Podkum 16, Podkum"
611034,"hiša Zupanc Frančiške, Borovak pri Podkumu 7"
611035,"PGD Padež, Padež 1, Podkum"
611036,"Športno društvo Šklendrovec, ID 1889-1019, Podkum"
701001,"Kulturni dom Bistrica ob Sotli, Bistrica ob S. 9"
701002,"Gasilski dom Buče"
701003,"Sejna soba občine Kozje, Kozje 37"
701004,"Kulturni dom Lesično, Lesično 5c"
701005,"Dom krajanov Osredek, Osredek pri Podsredi 19a"
701006,"Dom krajanov Podsreda, Podsreda 31"
701007,"Pisarna KS Zagorje, Zagorje 47"
701008,"Gasilski dom Podčetrtek, Slake 3"
701009,"Gasilski dom Imeno, Imeno 38a"
701010,"Dom krajanov in gasilcev Polje ob Sotli 4"
701011,"Telovadnica POŠ Pristava,Pristava pri Mestinju 27"
701012,"Kulturni dom Virštanj, Virštanj 11"
701013,"Gasilski dom Kostrivnica, Zg. Kostrivnica 10a"
701014,"Aleš Tadina (posl. prostori), Spodnji Gabernik 35"
701015,"Rusl Jožef, Brestovec 1, Rogaška Slatina"
701017,"Kovačič Marija, Kamence 24"
701018,"Gasilski dom, Prvomajska ul.15a"
701019,"II. OŠ Rogaška Slatina, Ul. Kozjanskega odreda 4"
701020,"Golub Zvonimir ( pri Golobu) Sp. Negonje 18"
701021,"I.OŠ Rogaška Slatina, Kidričeva ulica 24"
701022,"Gaberšek Vinko, Sp. Sečovo 26"
701023,"Vrtni center, Cerovec pod Bočem 22a"
701024,"Jagodič Boštjan s.p.,Steklarska ul.1b,Rog.Slatina"
701025,"Kulturni center Rogaška Slatina, Celjska cesta 3a"
701026,"OŠ Sv. Florijan, Sv Florijan 60"
701027,"Vaško gasilski dom Dobovec,Dobovec pri Rogatcu35d"
701028,"Vaško gasilski dom Donačka gora, Donačka Gora 4c"
701029,"Dvorana kulturnega doma Rogatec,Strmolska ulica 6"
701030,"Marjan Petauer, Dol pri Pristavi 2b"
701031,"Gas. kulturni dom Kristan vrh, Kristan Vrh 53a"
701032,"OŠ Lemberg"
701033,"Gasilski dom Mestinje, Mestinje 19"
701034,"Dom krajanov in gasilcev S. Gora, Sladka Gora 3c"
701035,"Gasilski dom Sveti Štefan, Sveti Štefan 51"
701036,"Golež Stanislav, Rakovec 8"
701037,"Gasilsko kulturni dom Šentvid,Šentvid 30"
701038,"Kincel Marija, bife,  Grobelno-del 21"
701039,"Kulturni dom Šmarje pri J.,Aškerčev trg 20"
701040,"Večnamenski dom na Tinskem, 3223 Loka pri Žusmu"
701041,"Gasilski dom Zibika, Zibika 4a"
701042,"Gasilski dom Šmarje pri Jelšah, Obrtniška ulica 4"
702001,"Slomškov dom Slov. Bistrica, Trg Alfonza Šarha 2"
702002,"Dom vaščanov Devina, Devina 36a"
702003,"Klopce - Bar ""Grega"", Klopce 19"
702004,"Tirgot, prostori KS Impol, Levstikova ulica 2"
702005,"Jelen Franc, Visole 116"
702006,"Repnik Franc, Nova Gora nad Slovensko Bistrico 73"
702007,"Stopar Janez, Kovača vas 135"
702008,"Gasilski dom Zgornja Bistrica, Kajuhova ulica 87"
702009,"Srednja šola, Ulica Dr. Jožeta Pučnika 21"
702011,"OŠ Pohorski odred Slovenska Bistrica, Kopališka 1"
702012,"OŠ Pohorski odred Slovenska Bistrica, Kopališka 1"
702013,"Pušnik Olga, Spodnja Ložnica 35"
702014,"Avtohiša Jurič Slovenska Bistrica,  Lackova ul. 3"
702015,"Center za starejše, Leskovarjeva ulica 16"
702016,"Vaški dom Sp. Nova vas, Spodnja Nova vas 35a"
702017,"Dom krajanov Cigonca, Cigonca 12a"
702018,"Cvahte Leopold, Prepuž 4"
702019,"Furman Vida, Preloge 10a"
702020,"KS Vrhole-Preloge, Vrhole pri Slov. Konjicah 29"
702021,"OŠ Zgornja Ložnica, Zgornja Ložnica 43"
702022,"Košir Janez, Gladomes 77"
702023,"Dom krajanov - GD, Veliko Tinje 33"
702024,"Avguštin Zdenka, Tinjska Gora 10"
702025,"Tič Peter, Planina pod Šumikom 19"
702026,"KS Šmartno na Pohorju, Šmartno na Pohorju 19"
702027,"Špes Verica, Zgornje Prebukovje 11"
702028,"Furman Vilibald, Ošelj 1"
702038,"Večnamenska dvorana KS, Leskovec 65"
702039,"Kulturni dom Črešnjevec, Črešnjevec 41"
702040,"Ilić Ivana, Vrhloga 29"
702041,"Polajžer Matej, Pretrež 15b"
702042,"Gasilski dom Laporje, Laporje 30"
702043,"Potisk Ivan, Kočno ob Ložnici 17"
702044,"Čebular Branko, Hošnica 52"
702045,"Prostori društva za šport Žabljek, Žabljek b.š."
702046,"Košič Anton, Križni Vrh 96"
702047,"Prostori Občine Poljčane, Bistriška cesta 65"
702048,"Dom Dr. Jožeta Potrča Poljčane, Potrčeva ulica 1"
702049,"Dom krajanov Poljčane, Bistriška cesta 91"
702050,"Osnovna šola, Sp. Poljčane, Dravinjska cesta 26"
702051,"KUD Andreja Stefancioza, Studenice 52"
702052,"OŠ Anice Černejeve Makole, Makole 24"
702054,"Koren Branko, Ložnica 28"
702057,"Vrabič Gabrijel, Varoš 34"
702058,"Gril Jakob, Pečke 23"
702059,"Berglez Jožef, Mostečno 4"
702060,"ŠD Stopno, Stopno b.š."
702061,"Skledar Štefka, Štatenberg 66a"
702062,"Športna dvorana Milenij, Ul. Poh. bataljona 19"
702063,"Občina Oplotnica - KTC, Goriška cesta 4"
702064,"Trgovina Jurič Leopold, Čadram 48"
702065,"Dečar Marjan, Koritno 7"
702066,"Hohler Zalka, Božje 19a"
702067,"Pišotek Janez, Ugovec 5a"
702068,"Rakovnik Anton, Malahorna 7"
702071,"Večnamenska dvorana Prihova, Prihova b.š."
702073,"Prostori Krajevne skupnosti, Kebelj 26a"
702074,"Smogavc Marija, Kot na Pohorju 30"
702075,"Fridrih Mihael, Kot na Pohorju 9"
702076,"Ribič Janez, Modrič 24"
702077,"Kubot Jožef, Zlakova 35"
703001,"DOM KRAJANOV BEZINA, SLOV. KONJICE"
703002,"DOM KRAJANOV V GAJU, VEŠENIK, SLOV. KONJICE"
703003,"ZOBOZDRAVSTVENI ZAVOD VERTAČNIK (čakalnica)"
703004,"PISARNA KS KONJIŠKA VAS, SLOV. KONJICE"
703005,"DOM KRAJANOV POLENE, SLOV. KONJICE"
703006,"PRI POHORCU, SOJEK 1, SLOV. KONJICE"
703007,"OSNOVNA  ŠOLA ŠPITALIČ, SLOV. KONJICE"
703008,"Gostišče Ulipi, Zeče 35, Slov. Konjice"
703009,"DOM KRAJANOV DRAŽA VAS, LOČE"
703010,"DOM KRAJANOV ŽIČE, LOČE"
703011,"DOM KRAJANOV JERNEJ, LOČE"
703012,"ČONČ NEŽA, LIČENCA 30, LOČE"
703013,"DOM KRAJANOV ZBELOVO, LOČE"
703014,"DOM KRAJANOV,SP.GRUŠOVJE 30,SLOV. KONJICE"
703015,"DOM KRAJANOV TEPANJE, SLOV. KONJICE"
703016,"Dvorana Konjičanka, Stari trg, Slov. Konjice"
703017,"OŠ POD GORO (AVLA), ŠOLSKA ULICA 3, SLOV. KONJICE"
703018,"KULTURNI DOM SLOV. KONJICE, MESTNI TRG 4"
703020,"OŠ OB DRAVINJI I., DUŠANA JEREBA 1, SLOV. KONJICE"
703022,"OŠ OB DRAVINJI II., DUŠANA JEREBA 1, SLOV.KONJICE"
703023,"OSNOVNA ŠOLA LOČE I.,ŠOLSKA ULICA 4, LOČE"
703024,"OSNOVNA ŠOLA LOČE II., ŠOLSKA ULICA 4, LOČE"
703025,"HIŠA DEDIŠČINE MLAČE, LOČE"
703027,"OBČINA VITANJE, GRAJSKI TRG 1, VITANJE"
703028,"KUŠAR ALOJZ, STENICA 44, VITANJE"
703029,"HROVAT MILAN, HUDINJA 23, VITANJE"
703030,"BRODEJ JOŽE, BREZEN 55, VITANJE"
703031,"KOVŠE ŠTEFAN, PAKA 40, VITANJE"
703032,"Center Noordung, Na vasi 18, Vitanje"
703033,"ZELENI APARTMA, LOŠKA GORA PRI ZREČAH 39, ZREČE"
703034,"HOTEL DOBRAVA,BELA DVORANA,C.NA ROGLO15,ZREČE"
703035,"HOTEL DOBRAVA,RUMENA DVORANA,C.NA ROGLO15, ZREČE"
703037,"OSNOVNA ŠOLA ZREČE, ŠOLSKA 3, ZREČE"
703039,"CENTER ŠOLSKIH IN OBŠOLSKIH DEJAVNOSTI GORENJE, Z"
703040,"DOM KRAJANOV RESNIK, ZREČE"
703041,"TABORNIŠKI DOM, SKOMARJE 32, ZREČE"
703042,"DOM KRAJANOV STRANICE, ZREČE"
703043,"DOM KRAJANOV DOBROVLJE, DOBRAVA 78, ZREČE"
704001,"Dom kulture, Ulica 27.decembra 2"
704003,"Gostilna Koper, Log 84"
704005,"Občina Lovrenc, Sp. trg 8"
704007,"OŠ Lovrenc, Šolska ul. 6"
704008,"Prireditveni center, Gornji trg 62"
704010,"Pošta Činžat, Činžat 28"
704011,"Dom krajanov, Bezena 17"
704012,"Lovski dom, Lobnica 20 c"
704014,"Režijski obrat, Mariborska c. 5"
704016,"Knjižnica Janka Glazerja Ruše, Falska cesta 18"
704017,"Gasilski dom Slemen, Sp. Slemen 27"
704018,"KZ Zadružnik, Sp.Selnica 5"
704019,"OŠ Selnica ob Dravi, Mariborska c.30"
704020,"Gostilna Hojnik, Janževa gora 26"
704021,"OŠ Gradišče, Gradišče na Kozjaku 39"
704022,"Dom Lackovega odreda, Sv. Duh na Ostr. vrhu 47"
704023,"Gasilski dom Smolnik, Gasilska ul. 7"
704024,"Dom krajanov, Glazerjeva ul. 29"
704026,"Gostilna Drozg, Fala 18"
705001,"OŠ Reka Pohorje, Hočko Pohorje 1"
705002,"Hotel Tisa, Hočko Pohorje 40"
705003,"Dom krajanov Bresternica,Na gaj 2"
705005,"Šolska zgradba, Šober 1"
705006,"OŠ Rada Robiča Limbuš, Limbuška 62"
705008,"Vrtec Studenci, enota Pekre, Bezjakova ulica 2"
705009,"Vrtec Studenci, enota Pekre, Bezjakova ulica 2"
705010,"Kulturni dom Kamnica, Vrbanska 97"
705011,"Kulturni dom Kamnica, Vrbanska 97"
705013,"Center za sluh in govor Maribor,Vinarska 6"
705014,"OŠ Prežihovega Voranca Maribor, Gosposvetska 10"
705015,"OŠ Prežihovega Voranca Maribor, Gosposvetska 10"
705018,"GD Fram,Turnerjeva 105"
705020,"Vaški dom, Požeg 17"
705021,"Vaški dom, Morje 31"
705022,"Vaški dom Loka, Loka pri Framu 13"
705023,"Vaški dom Kopivnik, Kopivnik 4 a"
705024,"Vaški dom Ranče, Ranče 20"
705025,"Vaški dom Planica, Planica 9"
705026,"OŠ Rače, Grajski trg 1"
705027,"OŠ Rače, Grajski trg 1"
705028,"Gasilski dom Podova, Podova 26"
705029,"Gasilski dom Gorica, Sp. Gorica 55a"
705031,"OŠ Rada Robiča Limbuš, Limbuška 62"
705032,"Kulturni dom Zgornja Polskava, Mladinska ulica 12"
705033,"Cveček Mateja, Gabernik 80"
705034,"Okrepčevalnica Lovski dom, Bukovec 2"
705035,"Kalan Jožef, Ogljenšak 10"
705036,"Amon Rudolf, Sele pri Polskavi 35"
705037,"KS Spodnja Polskava, Spodnja Polskava 270"
705038,"Mladinska dvorana, Pokoše 25d"
705039,"Društvo KKS Pragersko, Ul. Poh. bataljona 10"
705040,"Doberšek Franc, Šarhova ulica 14"
706001,"OŠ M. Konšak, Prekmurska 67"
706002,"MČ Tezno, Panonska 12"
706003,"MČ Tezno, Panonska 12"
706004,"Dom KS, Marjeta 57a"
706005,"Gasilski dom, Trniče 30"
706006,"Prostori KS, Loka 16 c"
706007,"Kulturni dom, Rošnja 40a"
706008,"Gasilski dom, Zlatoličje 10"
706009,"Zdrav. postaja, Starše 78 c"
706010,"KS Prepolje, Prepolje 62"
706011,"OŠ Slivnica, Mariborska c. 4"
706012,"OŠ Slivnica, Mariborska c. 4"
706013,"Dom AMD, Orehova cesta 26"
706014,"Kulturni center Hotinja vas, Hotinjska c. 127"
706015,"Knjižnica Hoče, Sršakova 2"
706016,"KD Hoče, Pohorska 15"
706017,"Fakulteta za KBV, Pivola 10"
706018,"Dom krajanov, Rogoška c. 60"
706019,"Večnamenski objekt Bohova, Bohova 2a"
706020,"Truck-stop, Miklavška cesta 82"
706021,"KS Dravski dvor, Kidričeva cesta 9"
706022,"KS Dobrovce, Kidričeva 55"
706023,"KS Skoke, Uskoška ul. 58"
706024,"KD Miklavž, Cesta v Rogozo 11"
706025,"KD Miklavž, Cesta v Rogozo 11"
706026,"Bell Center, Ptujska cesta 13"
706027,"MČ Tezno, Panonska 12"
706030,"Dom krajanov, Brunšvik 49b"
707001,"OŠ Žitečka vas, Zg. Duplek 98"
707002,"Občina Duplek, Trg slovenske osamosvojitve 1"
707003,"Osnovna šola Dvorjane, Dvorjane 15"
707004,"Kulturni dom Vurberk, Vurberk 94"
707005,"Večnamenski prostor pri igrišču Zimica 46c"
707006,"Kulturni dom Korena, Zg.Korena 38"
707007,"GD Brezje, Dupleška 35"
707008,"OŠ Draga Kobala, Na trati 4"
707009,"GD Dogoše, Dupleška 237"
707010,"Prostori KS Malečnik, Malečnik 51"
707011,"OŠ Malečnik, Malečnik 61"
707012,"Bivša KS, Ruperče 1"
707013,"OŠ Tone Čufar, Zrkovska 67"
707014,"OŠ Tone Čufar, Zrkovska 67"
707015,"OŠ Tone Čufar, Zrkovska 67"
707016,"GD Zrkovci, Zrkovci 73"
707017,"OŠ Tone Čufar, Zrkovska 67"
707018,"Waldorfski vrtec, Wilsonova 18"
707020,"Dom krajanov, Počehovska 19"
708002,"Razstavni salon, Grajska ul. 7"
708003,"Razstavni salon, Grajska ul.7"
708004,"Sr.gradbena šola,Smetanova 35"
708006,"Dom krajanov Krčevina, Šubičeva ul. 11"
708007,"OŠ B. Polančič, Prešernova 19"
708008,"OŠ F.R. Stane, Kersnikova 10"
708010,"OŠ F.R. Stane, Kersnikova 10"
708011,"OŠ B. Polančič, Prešernova 19"
708012,"Dom krajanov, V zavoju 40B"
708015,"Prostori MČ Center, Kacova 1"
708017,"Sr.gradbena šola,Smetanova 35"
708018,"Sr.gradbena šola,Smetanova 35"
708019,"Sr.gradbena šola,Smetanova 35"
708020,"Sr.gradbena šola,Smetanova 35"
709001,"OŠ Janko Padežnik, Iztokova ul.6"
709002,"OŠ Janko Padežnik, Iztokova ul.6"
709003,"Dom pod gorco, Pekrska c. 56"
709004,"Tekol, Ul. Pohorskega bataljona 14"
709005,"Tekol, Ul. Pohorskega bataljona 14"
709006,"PŠ, Preradovičeva ul. 33"
709007,"PŠ, Preradovičeva ul. 33"
709008,"MČ Magdalena, Preradovičeva ul. 1"
709010,"Mestni mladinski svet, Trg revolucije 9"
709013,"Dom Lizike Jančar, Titova 24a"
709015,"DTV Partizan, Osojnikova ul. 25"
709017,"DTV Partizan, Osojnikova ul. 25"
709018,"OŠ Borci za severno mejo, Borcev za sev. mejo 16"
709020,"OŠ Draga Kobala, Tolstojeva ul. 3"
709021,"OŠ Draga Kobala, Tolstojeva ul. 3"
709022,"Mestni mladinski svet, Trg revolucije 9"
710001,"OŠ Ludvika Pliberška, Lackova 4"
710002,"Hišni svet, Borova vas 24"
710003,"MČ Radvanje, Lackova 43"
710004,"Vrtec Radvanje, Grizoldova 1"
710005,"DRAŠ Center, Pohorska 57"
710008,"Prostori MČ, Radvanjska 65"
710009,"OŠ Tabor I, A. Tovornika 21"
710010,"ZD postaja, Cesta proletarskih brigad 71"
710011,"OŠ Leona Štuklja,Klinetova 18"
710012,"OŠ Leona Štuklja,Klinetova 18"
710014,"OŠ Tabor I, A. Tovornika 21"
710015,"Hišni svet, Knafelčeva 28"
710016,"JZ Gasilska brigada, C. proletarskih brigad 21"
710017,"JZ Gasilska brigada, C. proletarskih brigad 21"
710019,"Dom krajanov, Razvanjska 22"
711001,"Vrtec Jadvige Golež, Betnavska cesta 100"
711002,"HS, Radvanjska 61"
711003,"HS, Radvanjska 61"
711005,"Vrtec Jadvige Golež, Betnavska cesta 100"
711006,"Prostori DU, Gorkega 48"
711007,"OŠ A. Besednjak, Celjska 11"
711008,"OŠ A. Besednjak, Celjska 11"
711010,"OŠ A. Besednjak, Celjska 11"
711011,"MČ Tabor, Metelkova 63"
711013,"OŠ Borcev za severno mejo, Borcev za sev. mejo 16"
711015,"OŠ S. Klavora, Štrekljeva 31"
711017,"OŠ S. Klavora, Štrekljeva 31"
711019,"OŠ Martin Konšak, Prekmurska 67"
711020,"OŠ Martin Konšak, Prekmurska 67"
801001,"Velika Polana - Center za zaščito in reševanje"
801002,"Mala Polana-medgeneracijski center (Bukovje)"
801003,"Brezovica - v prostorih medgeneracijskega centra"
801004,"Črenšovci I - v prostorih Kulturne dvorane"
801005,"Trnje - vaški dom"
801006,"Žižki - vaški dom"
801007,"Dolnja Bistrica - vaško gasilski dom"
801008,"Srednja Bistrica - gasilski dom"
801009,"Gornja Bistrica - prostori gasilskega doma"
801010,"Kobilje - Center za kulturne dejavnosti"
801011,"Pince Marof - zadružni dom"
801012,"Pince - gasilski dom"
801013,"Dolina  - vaško-gasilski dom"
801014,"Čentiba - vaški dom"
801015,"Petišovci I - gasilski dom"
801016,"Petišovci II - vaški dom"
801017,"Lendavske  gorice-stara DOŠ II,ul. Sv. Štefana 21"
801018,"Dolgovaške gorice, v pros. vaškega doma Dolga vas"
801019,"Dolga vas - vaški dom"
801020,"Trimlini - vaški dom"
801021,"Lendava I - Dvojezična osnovna šola I Lendava"
801022,"Lendava II - stara DOŠ II, ul. Sv. Štefana 21"
801023,"Lendava III-DOŠ II Lendava, Ul. heroja Mohorja 1"
801024,"Mostje - gostilna Škafar v Mostju"
801025,"Genterovci - dvojezična osnovna šola"
801026,"Kamovci - vaški dom"
801027,"Žitkovci - vaško gasilski dom"
801028,"Radmožanci - gasilski dom"
801029,"Strehovci - vaško gasilski dom"
801030,"Dobrovnik I - kulturni dom"
801031,"Gornji Lakoš - stara šola"
801032,"Dolnji Lakoš - vaški dom"
801033,"Gaberje - vaški dom"
801034,"Kapca - stara šola"
801035,"Kot - vaški dom"
801036,"Hotiza - stara šola v Hotizi"
801037,"Odranci I - vaški dom"
801038,"Odranci II - vaški dom"
801039,"Odranci III - vaški dom"
801040,"Gomilica - vaški, kulturni in gasilski dom"
801041,"Nedelica - vaško gasilski dom"
801042,"Renkovci - vaško gasilski dom"
801043,"Turnišče I - vaški dom"
801044,"Dobrovnik II - v prostorih DOŠ v Dobrovniku"
801045,"Benica - v prost. zadružnega doma v Pince Marofu"
801046,"Črenšovci II - v prostorih Kulturne dvorane"
801047,"Turnišče II - OŠ Turnišče"
802001,"Šola Runeč, Runeč 26"
802003,"Pri Mlakar Francu, Pavlovski Vrh 1"
802004,"Prostori KS Ivanjkovci, Ivanjkovci 1"
802005,"Pri Petek Nives, Cerovec Stanka Vraza 31"
802006,"V Gasilskem domu Žerovinci, Žerovinci 7"
802007,"Pri Trstenjak Mariji,Lahonci 1"
802008,"Pri Gorjak Zorica, Stanovno 47"
802009,"Gasilski Dom Trnovci, Trnovci 4"
802010,"Gasilski Dom Ključarovci, Sp. Ključarovci 13"
802011,"Gasilski Dom Pršetinci, Pršetinci 23"
802012,"Gasilski Dom Koračice, Koračice 15"
802013,"V domu kulture pri Sv.Tomažu, Sv.Tomaž 44"
802014,"Gasilski Dom Savci, Savci 68"
802015,"Gasilski Dom Vitan, Vitan 4"
802016,"Sejna soba KS Kog, Kog 7"
802017,"V bifeju Balažic Marijane Gomila pri Kogu 25"
802018,"Pri Janežič Avgustu, Veliki Brebrovnik 41"
802019,"V Gasilsko vaškem domu Hermanci, Hermanci 54"
802020,"V Domu kulture Mikla. p.Or. Miklavž pri Ormožu 35"
802022,"V Osn. šoli Središče Ob Dravi, Slovenska cesta 22"
802023,"VČebelarskem domu na Grabah, Grabe 23"
802024,"V brunarici Rekreacijskega dr.Godeninci, Godeninc"
802025,"Dom Kulture Obrež, Obrež 85"
802026,"Pri Zajc Jožetu, Šalovci12"
802027,"V Vaškem domu Lešnica, Lešnica 20a"
802028,"Pri Bogša Ivanu, Litmerk15b"
802029,"V Vaškem domu Dobrava, Dobrava 17b"
802030,"Gasilski Dom Hardek, Hardek 17"
802031,"Pri Kralj Ludviku, Pavlovci 28"
802032,"V stari šoli Hum, Hum pri Omožu 1"
802033,"Gasilski Dom Loperšice, Loperšice 3"
802034,"V vaškem domu Frankovci, Frankovci 26a"
802035,"Vaški Dom Pušenci, Pušenci 27a"
802036,"V Domu društev Ormož,Ljutomerska cesta 30"
802037,"V Domu kulture Ormož, Skolibrova ulica 17"
802038,"V domu Medob.zveze upokoj. Ormož,Dr.Hrovata 8"
802039,"Pri Leben Miranu, Hajndl 1"
802040,"Gasilski dom Velika Nedelja, Velika Nedelja 8a"
802041,"Gasilski Dom Senešci, Senešci 9"
802042,"Pri Stanku Petek, Šardinje 16a"
802043,"Gasilski Dom Trgovišče, Trgovišče 31"
802044,"V Bombekovi hiši, Velika Nedelja 10"
802045,"Pri Vesenjak Mariji, Vičanci 10"
802046,"Gasilski dom Cvetkovci, Cvetkovci 10c"
802047,"Vaški dom Osluševci, Osluševci 20"
802048,"V Krajevni skupnosti Podgorci, Podgorci 23b"
802049,"Gasilski Dom Bresnica, Bresnica 19"
802050,"Pri Albinu Megla,Strjanci 19"
803001,"Cezanjevci - gasilski dom Cezanjevci 46a"
803002,"Vogričevci-gasilski dom Vogričevci,Vogričevci 13a"
803003,"Cven - gasilski dom Cven, Cven 49a"
803004,"Mota - gasilski dom Mota, Mota 16b"
803005,"Krapje - gasilski dom Spodnje Krapje, Krapje 43"
803006,"Šalinci - gasilski dom Šalinci, Šalinci 29"
803007,"Križevci pri Ljutomeru - Kulturni dom Križevci"
803008,"Stara Nova vas-vaško gas. dom Stara Nova vas 27a"
803009,"Bučečovci - gasilski dom Bučečovci, Bučečovci 19"
803010,"Vučja vas - gasilski dom Vučja vas, Vučja vas 2"
803011,"Ključarovci pri Ljutomeru-SKZ Ljutomer-Križevci"
803012,"Lukavci - gasilski dom Lukavci, Lukavci 8"
803013,"Ljutomer - Dom kulture na Prešernovi ulici 20"
803014,"Ljutomer - gimnazija Frana Miklošiča"
803015,"Ljutomer-dom upokojencev na Ormoški cesti 33"
803016,"Noršinci pri Ljutomeru-vaško gasilski dom Babinci"
803017,"Spodnji Kamenščak-gasillski dom Sp. Kamenščak 35f"
803018,"Logarovci-prostori bivše KS, Logarovci 22"
803019,"Mala Nedelja - Kulturni dom Mala Nedelja"
803020,"Moravci v Slov.goricah-Hotel Bioterme M. Nedelja"
803021,"Radoslavci - gasilski dom, Radoslavci 15c"
803023,"Šafarsko - dom kulture Razkrižje, Šafarsko 42"
803024,"Veščica - okrepčevalnica Marinka,Veščica 5"
803025,"Stara cesta - gasilski dom Mekotnjak 29"
803026,"Stročja vas - Osnovna šola, Stročja vas 101"
803027,"Pristava - gasilski dom Pristava, Pristava 30d"
803028,"Podgradje - gasilski dom Podgradje, Podgradje 17"
803029,"Veržej - prostori občine Veržej"
